id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
151,18,Right Accessory olfactory bulb,RAOB,,1,3,8690,698,6,1,347,/997/8/567/688/695/698/151/,9DF0D2,,,f,348,3386724067,734881840,Accessory olfactory bulb
152,867,Right Piriform area layers 1-3,RPIR1-3,,1,3,8690,961,7,1,378,/997/8/567/688/695/698/961/152/,6ACBBA,,,f,379,2647697453,734881840,Piriform area layers 1-3
153,726,Right lateral recess,RV4r,,1,3,8690,145,3,1,1209,/997/73/145/153/,AAAAAA,,,f,1210,4006455201,734881840,lateral recess
154,443,Right Perihypoglossal nuclei,RPHY,,1,3,8690,370,6,1,906,/997/8/343/1065/354/370/154/,FFB3D9,,,f,907,2963771227,734881840,Perihypoglossal nuclei
155,160,Right Lateral dorsal nucleus of thalamus,RLD,,1,3,8690,239,7,1,625,/997/8/343/1129/549/856/239/155/,FF909F,,,f,626,3458000123,734881840,Lateral dorsal nucleus of thalamus
156,1009,Right Dorsal auditory area layer 6a,RAUDd6a,,1,3,8690,1011,8,1,117,/997/8/567/688/695/315/247/1011/156/,19399,,,f,118,2489109267,734881840,Dorsal auditory area layer 6a
157,302,Right Periventricular zone,RPVZ,,1,3,8690,1097,5,1,656,/997/8/343/1129/1097/157/,FF5D50,,,f,657,1581950529,734881840,Periventricular zone
158,585,Right posterior commissure,Rpc,,1,3,8690,832,4,1,1033,/997/1009/967/832/158/,CCCCCC,,,f,1034,4129046125,734881840,posterior commissure
159,19,Right Anterior olfactory nucleus,RAON,,1,3,8690,698,6,1,351,/997/8/567/688/695/698/159/,54BF94,,,f,352,747766383,734881840,Anterior olfactory nucleus
160,868,Right Anterior olfactory nucleus layer 1,RAON1,,1,3,8690,159,7,1,357,/997/8/567/688/695/698/159/160/,54BF94,,,f,358,2989788171,734881840,Anterior olfactory nucleus layer 1
161,444,Right Nucleus intercalatus,RNIS,,1,3,8690,154,7,1,907,/997/8/343/1065/354/370/154/161/,FFB3D9,,,f,908,66776727,734881840,Nucleus intercalatus
162,161,Right Laterodorsal tegmental nucleus,RLDT,,1,3,8690,1117,6,1,843,/997/8/343/1065/771/1117/162/,FFC395,,,f,844,1067465072,734881840,Laterodorsal tegmental nucleus
163,1010,Right Agranular insular area posterior part layer 2/3,RAIp2/3,,1,3,8690,111,8,1,269,/997/8/567/688/695/315/95/111/163/,219866,,,f,270,2735510231,734881840,Agranular insular area posterior part layer 2/3
164,727,Right central canal spinal cord/medulla,Rc,,1,3,8690,73,2,1,1210,/997/73/164/,AAAAAA,,,f,1211,3758121442,734881840,central canal spinal cord/medulla
165,303,Right Midbrain raphe nuclei,RRAmb,,1,3,8690,348,5,1,795,/997/8/343/313/348/165/,FFA6FF,,,f,796,364635241,734881840,Midbrain raphe nuclei
166,586,Right premammillary commissure,Rpmx,,1,3,8690,824,4,1,1176,/997/1009/991/824/166/,CCCCCC,,,f,1177,3539788693,734881840,premammillary commissure
167,20,Right Anterior olfactory nucleus dorsal part,RAONd,,1,3,8690,159,7,1,352,/997/8/567/688/695/698/159/167/,54BF94,,,f,353,130265477,734881840,Anterior olfactory nucleus dorsal part
168,869,Right Anterior olfactory nucleus layer 2,RAON2,,1,3,8690,159,7,1,358,/997/8/567/688/695/698/159/168/,54BF94,,,f,359,725474737,734881840,Anterior olfactory nucleus layer 2
169,445,Right Nucleus prepositus,RPRP,,1,3,8690,154,7,1,909,/997/8/343/1065/354/370/154/169/,FFB3D9,,,f,910,2889042614,734881840,Nucleus prepositus
170,162,Right Dorsal part of the lateral geniculate complex,RLGd,,1,3,8690,1008,7,1,610,/997/8/343/1129/549/864/1008/170/,FF8084,,,f,611,2639836426,734881840,Dorsal part of the lateral geniculate complex
171,1011,Right Prelimbic area layer 1,RPL1,,1,3,8690,972,7,1,222,/997/8/567/688/695/315/972/171/,2FA850,,,f,223,1260135134,734881840,Prelimbic area layer 1
173,304,Right Retrochiasmatic area,RRCH,,1,3,8690,290,6,1,733,/997/8/343/1129/1097/290/173/,F2483B,,,f,734,3507634346,734881840,Retrochiasmatic area
174,587,Right preoptic commissure,Rpoc,,1,3,8690,824,4,1,1171,/997/1009/991/824/174/,CCCCCC,,,f,1172,2036221800,734881840,preoptic commissure
175,21,Right Anterior olfactory nucleus external part,RAONe,,1,3,8690,159,7,1,353,/997/8/567/688/695/698/159/175/,54BF94,,,f,354,38711150,734881840,Anterior olfactory nucleus external part
177,446,Right Nucleus of Roller,RNR,,1,3,8690,154,7,1,908,/997/8/343/1065/354/370/154/177/,FFB3D9,,,f,909,2483747197,734881840,Nucleus of Roller
178,163,Right Ventral part of the lateral geniculate complex,RLGv,,1,3,8690,1014,7,1,647,/997/8/343/1129/549/856/1014/178/,FF909F,,,f,648,685555022,734881840,Ventral part of the lateral geniculate complex
179,1012,Right Anterior cingulate area layer 6a,RACA6a,,1,3,8690,31,7,1,207,/997/8/567/688/695/315/31/179/,40A666,,,f,208,611576699,734881840,Anterior cingulate area layer 6a
180,729,Right Gustatory areas layer 2/3,RGU2/3,,1,3,8690,1057,7,1,99,/997/8/567/688/695/315/1057/180/,009C75,,,f,100,3375335567,734881840,Gustatory areas layer 2/3
181,305,Right Nucleus of reunions,RRE,,1,3,8690,571,7,1,637,/997/8/343/1129/549/856/571/181/,FF909F,,,f,638,1886134249,734881840,Nucleus of reunions
182,588,Right propriohypothalamic pathways,Rphp,,1,3,8690,824,4,1,1178,/997/1009/991/824/182/,CCCCCC,,,f,1179,1784420150,734881840,propriohypothalamic pathways
183,22,Right Anterior olfactory nucleus lateral part,RAONl,,1,3,8690,159,7,1,354,/997/8/567/688/695/698/159/183/,54BF94,,,f,355,3992199283,734881840,Anterior olfactory nucleus lateral part
184,871,Right Frontal pole cerebral cortex,RFRP,,1,3,8690,315,6,1,6,/997/8/567/688/695/315/184/,268F45,,,f,7,2565719060,734881840,Frontal pole cerebral cortex
185,447,Right Parapyramidal nucleus deep part,RPPYd,,1,3,8690,1069,7,1,912,/997/8/343/1065/354/370/1069/185/,FFB3D9,,,f,913,3839043545,734881840,Parapyramidal nucleus deep part
186,164,Right Lateral habenula,RLH,,1,3,8690,958,7,1,653,/997/8/343/1129/549/856/958/186/,FF909F,,,f,654,774070380,734881840,Lateral habenula
187,1013,Right Gustatory areas layer 5,RGU5,,1,3,8690,1057,7,1,101,/997/8/567/688/695/315/1057/187/,009C75,,,f,102,2330527764,734881840,Gustatory areas layer 5
188,730,Right Accessory olfactory bulb glomerular layer,RAOBgl,,1,3,8690,151,7,1,348,/997/8/567/688/695/698/151/188/,9DF0D2,,,f,349,2369905656,734881840,Accessory olfactory bulb glomerular layer
189,306,Right Rhomboid nucleus,RRH,,1,3,8690,51,7,1,639,/997/8/343/1129/549/856/51/189/,FF909F,,,f,640,2507270646,734881840,Rhomboid nucleus
190,589,Right pyramid,Rpy,,1,3,8690,784,4,1,1117,/997/1009/983/784/190/,CCCCCC,,,f,1118,3813563721,734881840,pyramid
191,23,Right Anterior olfactory nucleus medial part,RAONm,,1,3,8690,159,7,1,355,/997/8/567/688/695/698/159/191/,54BF94,,,f,356,1494026705,734881840,Anterior olfactory nucleus medial part
192,872,Right Cortical amygdalar area anterior part layer 1,RCOAa1,,1,3,8690,639,8,1,389,/997/8/567/688/695/698/631/639/192/,61E7B7,,,f,390,1929526031,734881840,Cortical amygdalar area anterior part layer 1
193,448,Right Parapyramidal nucleus superficial part,RPPYs,,1,3,8690,1069,7,1,913,/997/8/343/1065/354/370/1069/193/,FFB3D9,,,f,914,419402085,734881840,Parapyramidal nucleus superficial part
194,165,Right Lateral hypothalamic area,RLHA,,1,3,8690,290,6,1,729,/997/8/343/1129/1097/290/194/,F2483B,,,f,730,1636673296,734881840,Lateral hypothalamic area
195,1014,Right Prelimbic area layer 2,RPL2,,1,3,8690,972,7,1,223,/997/8/567/688/695/315/972/195/,2FA850,,,f,224,3524621156,734881840,Prelimbic area layer 2
196,731,Right Accessory olfactory bulb granular layer,RAOBgr,,1,3,8690,151,7,1,349,/997/8/567/688/695/698/151/196/,95E4C8,,,f,350,2164797365,734881840,Accessory olfactory bulb granular layer
197,307,Right Rostral linear nucleus raphe,RRL,,1,3,8690,165,6,1,798,/997/8/343/313/348/165/197/,FFA6FF,,,f,799,4030987523,734881840,Rostral linear nucleus raphe
198,590,Right pyramidal decussation,Rpyd,,1,3,8690,784,4,1,1118,/997/1009/983/784/198/,CCCCCC,,,f,1119,3272625759,734881840,pyramidal decussation
199,24,Right Anterior olfactory nucleus posteroventral part,RAONpv,,1,3,8690,159,7,1,356,/997/8/567/688/695/698/159/199/,54BF94,,,f,357,2533672001,734881840,Anterior olfactory nucleus posteroventral part
200,873,Right Cortical amygdalar area anterior part layer 2,RCOAa2,,1,3,8690,639,8,1,390,/997/8/567/688/695/698/631/639/200/,61E7B7,,,f,391,3926616757,734881840,Cortical amygdalar area anterior part layer 2
201,1015,Right Primary somatosensory area barrel field layer 2/3,RSSp-bfd2/3,,1,3,8690,329,9,1,50,/997/8/567/688/695/315/453/322/329/201/,188064,,,f,51,1738869888,734881840,Primary somatosensory area barrel field layer 2/3
202,449,Right Medial vestibular nucleus,RMV,,1,3,8690,701,7,1,916,/997/8/343/1065/354/370/701/202/,FFB3D9,,,f,917,2935119484,734881840,Medial vestibular nucleus
203,166,Right Linear nucleus of the medulla,RLIN,,1,3,8690,370,6,1,893,/997/8/343/1065/354/370/203/,FFB3D9,,,f,894,311698439,734881840,Linear nucleus of the medulla
204,732,Right Accessory olfactory bulb mitral layer,RAOBmi,,1,3,8690,151,7,1,350,/997/8/567/688/695/698/151/204/,9DF0D2,,,f,351,4294648998,734881840,Accessory olfactory bulb mitral layer
205,591,Right retriculospinal tract lateral part,Rrstl,,1,3,8690,855,4,1,1143,/997/1009/1000/855/205/,CCCCCC,,,f,1144,4229476297,734881840,retriculospinal tract lateral part
206,308,Right Nucleus raphe magnus,RRM,,1,3,8690,379,6,1,924,/997/8/343/1065/354/379/206/,FFC6E2,,,f,925,2906210024,734881840,Nucleus raphe magnus
207,25,Right Area postrema,RAP,,1,3,8690,386,6,1,851,/997/8/343/1065/354/386/207/,FFA5D2,,,f,852,265254740,734881840,Area postrema
208,874,Right Cortical amygdalar area anterior part layer 3,RCOAa3,,1,3,8690,639,8,1,391,/997/8/567/688/695/698/631/639/208/,61E7B7,,,f,392,2634832419,734881840,Cortical amygdalar area anterior part layer 3
209,450,Right Lateral vestibular nucleus,RLAV,,1,3,8690,701,7,1,915,/997/8/343/1065/354/370/701/209/,FFB3D9,,,f,916,2027918559,734881840,Lateral vestibular nucleus
210,167,Right Lateral mammillary nucleus,RLM,,1,3,8690,331,7,1,702,/997/8/343/1129/1097/467/331/210/,FF4C3E,,,f,703,3256479391,734881840,Lateral mammillary nucleus
211,1016,Right Anterior cingulate area dorsal part layer 2/3,RACAd2/3,,1,3,8690,39,8,1,211,/997/8/567/688/695/315/31/39/211/,40A666,,,f,212,2563141206,734881840,Anterior cingulate area dorsal part layer 2/3
212,733,Right Main olfactory bulb glomerular layer,RMOBgl,,1,3,8690,507,7,1,342,/997/8/567/688/695/698/507/212/,82C7AE,,,f,343,224250866,734881840,Main olfactory bulb glomerular layer
213,592,Right retriculospinal tract medial part,Rrstm,,1,3,8690,855,4,1,1144,/997/1009/1000/855/213/,CCCCCC,,,f,1145,3028938506,734881840,retriculospinal tract medial part
214,309,Right Red nucleus,RRN,,1,3,8690,323,5,1,782,/997/8/343/313/323/214/,FF90FF,,,f,783,2118050513,734881840,Red nucleus
215,26,Right Anterior pretectal nucleus,RAPN,,1,3,8690,1100,6,1,775,/997/8/343/313/323/1100/215/,FF90FF,,,f,776,3086286206,734881840,Anterior pretectal nucleus
216,875,Right Cortical amygdalar area posterior part lateral zone layer 1,RCOApl1,,1,3,8690,655,9,1,396,/997/8/567/688/695/698/631/647/655/216/,61E7B7,,,f,397,2913726556,734881840,Cortical amygdalar area posterior part lateral zone layer 1
217,451,Right Superior vestibular nucleus,RSUV,,1,3,8690,701,7,1,918,/997/8/343/1065/354/370/701/217/,FFB3D9,,,f,919,1654500180,734881840,Superior vestibular nucleus
218,168,Right Lateral posterior nucleus of the thalamus,RLP,,1,3,8690,138,7,1,613,/997/8/343/1129/549/856/138/218/,FF909F,,,f,614,910558492,734881840,Lateral posterior nucleus of the thalamus
219,1017,Right Somatomotor areas Layer 2/3,RMO2/3,,1,3,8690,500,7,1,11,/997/8/567/688/695/315/500/219/,1F9D5A,,,f,12,1075749695,734881840,Somatomotor areas Layer 2/3
220,734,Right Main olfactory bulb granule layer,RMOBgr,,1,3,8690,507,7,1,343,/997/8/567/688/695/698/507/220/,82C7AE,,,f,344,1684821541,734881840,Main olfactory bulb granule layer
221,593,Right rubroreticular tract,Rrrt,,1,3,8690,863,4,1,1140,/997/1009/1000/863/221/,CCCCCC,,,f,1141,1583476119,734881840,rubroreticular tract
222,310,Right Nucleus raphe obscurus,RRO,,1,3,8690,379,6,1,926,/997/8/343/1065/354/379/222/,FFC6E2,,,f,927,2676196695,734881840,Nucleus raphe obscurus
223,27,Right Arcuate hypothalamic nucleus,RARH,,1,3,8690,157,6,1,673,/997/8/343/1129/1097/157/223/,FF5D50,,,f,674,218062747,734881840,Arcuate hypothalamic nucleus
224,876,Right Cortical amygdalar area posterior part lateral zone layer 2,RCOApl2,,1,3,8690,655,9,1,397,/997/8/567/688/695/698/631/647/655/224/,61E7B7,,,f,398,883073510,734881840,Cortical amygdalar area posterior part lateral zone layer 2
225,452,Right Spinal vestibular nucleus,RSPIV,,1,3,8690,701,7,1,917,/997/8/343/1065/354/370/701/225/,FFB3D9,,,f,918,3627168871,734881840,Spinal vestibular nucleus
226,169,Right Lateral preoptic area,RLPO,,1,3,8690,290,6,1,730,/997/8/343/1129/1097/290/226/,F2483B,,,f,731,3138944663,734881840,Lateral preoptic area
227,1018,Right Anterior cingulate area layer 6b,RACA6b,,1,3,8690,31,7,1,208,/997/8/567/688/695/315/31/227/,40A666,,,f,209,3178937025,734881840,Anterior cingulate area layer 6b
228,735,Right Main olfactory bulb inner plexiform layer,RMOBipl,,1,3,8690,507,7,1,344,/997/8/567/688/695/698/507/228/,9AD2BD,,,f,345,1125023575,734881840,Main olfactory bulb inner plexiform layer
229,594,Right sensory root of the trigeminal nerve,RsV,,1,3,8690,901,4,1,1039,/997/1009/967/901/229/,CCCCCC,,,f,1040,1119694834,734881840,sensory root of the trigeminal nerve
230,311,Right Nucleus raphe pallidus,RRPA,,1,3,8690,379,6,1,925,/997/8/343/1065/354/379/230/,FFC6E2,,,f,926,2034543671,734881840,Nucleus raphe pallidus
231,28,Right Anterior tegmental nucleus,RAT,,1,3,8690,323,5,1,787,/997/8/343/313/323/231/,FF90FF,,,f,788,569339657,734881840,Anterior tegmental nucleus
232,877,Right Cortical amygdalar area posterior part lateral zone layer 3,RCOApl3,,1,3,8690,655,9,1,398,/997/8/567/688/695/698/631/647/655/232/,61E7B7,,,f,399,1134924144,734881840,Cortical amygdalar area posterior part lateral zone layer 3
233,453,Right Anterolateral visual area layer 5,RVISal5,,1,3,8690,402,8,1,151,/997/8/567/688/695/315/669/402/233/,08858C,,,f,152,2948835441,734881840,Anterolateral visual area layer 5
234,1019,Right Temporal association areas layer 4,RTEa4,,1,3,8690,541,7,1,324,/997/8/567/688/695/315/541/234/,15B0B3,,,f,325,1800621898,734881840,Temporal association areas layer 4
235,170,Right Lateral reticular nucleus,RLRN,,1,3,8690,370,6,1,894,/997/8/343/1065/354/370/235/,FFB3D9,,,f,895,1748300472,734881840,Lateral reticular nucleus
236,736,Right Main olfactory bulb mitral layer,RMOBmi,,1,3,8690,507,7,1,345,/997/8/567/688/695/698/507/236/,82C7AE,,,f,346,1536894627,734881840,Main olfactory bulb mitral layer
237,595,Right solitary tract,Rts,,1,3,8690,917,4,1,1057,/997/1009/967/917/237/,CCCCCC,,,f,1058,3517832558,734881840,solitary tract
238,312,Right Nucleus raphe pontis,RRPO,,1,3,8690,1117,6,1,846,/997/8/343/1065/771/1117/238/,FFC395,,,f,847,663725501,734881840,Nucleus raphe pontis
239,29,Right Anterior group of the dorsal thalamus,RATN,,1,3,8690,856,6,1,617,/997/8/343/1129/549/856/239/,FF909F,,,f,618,3414692864,734881840,Anterior group of the dorsal thalamus
240,878,Right Cortical amygdalar area posterior part medial zone layer 1,RCOApm1,,1,3,8690,663,9,1,402,/997/8/567/688/695/698/631/647/663/240/,61E7B7,,,f,403,3787500355,734881840,Cortical amygdalar area posterior part medial zone layer 1
241,454,Right Posterior parietal association areas layer 2/3,RPTLp2/3,,1,3,8690,22,7,1,302,/997/8/567/688/695/315/22/241/,009FAC,,,f,303,3889625550,734881840,Posterior parietal association areas layer 2/3
242,171,Right Lateral septal nucleus,RLS,,1,3,8690,275,6,1,535,/997/8/567/623/477/275/242/,90CBED,,,f,536,3913089740,734881840,Lateral septal nucleus
243,1020,Right Dorsal auditory area layer 6b,RAUDd6b,,1,3,8690,1011,8,1,118,/997/8/567/688/695/315/247/1011/243/,19399,,,f,119,223713961,734881840,Dorsal auditory area layer 6b
244,737,Right Main olfactory bulb outer plexiform layer,RMOBopl,,1,3,8690,507,7,1,346,/997/8/567/688/695/698/507/244/,9AD2BD,,,f,347,164653746,734881840,Main olfactory bulb outer plexiform layer
245,596,Right spinocervical tract,Rscrt,,1,3,8690,871,4,1,1075,/997/1009/967/871/245/,CCCCCC,,,f,1076,1786118986,734881840,spinocervical tract
246,313,Right Midbrain reticular nucleus retrorubral area,RRR,,1,3,8690,323,5,1,757,/997/8/343/313/323/246/,FF90FF,,,f,758,2206996677,734881840,Midbrain reticular nucleus retrorubral area
247,30,Right Auditory areas,RAUD,,1,3,8690,315,6,1,111,/997/8/567/688/695/315/247/,19399,,,f,112,3638065128,734881840,Auditory areas
248,879,Right Cortical amygdalar area posterior part medial zone layer 2,RCOApm2,,1,3,8690,663,9,1,403,/997/8/567/688/695/698/631/647/663/248/,61E7B7,,,f,404,2026502905,734881840,Cortical amygdalar area posterior part medial zone layer 2
249,455,Right Posterior auditory area layer 6a,RAUDpo6a,,1,3,8690,1027,8,1,131,/997/8/567/688/695/315/247/1027/249/,19399,,,f,132,2585833835,734881840,Posterior auditory area layer 6a
250,172,Right Lateral septal nucleus caudal (caudodorsal) part,RLSc,,1,3,8690,242,7,1,536,/997/8/567/623/477/275/242/250/,90CBED,,,f,537,3378904121,734881840,Lateral septal nucleus caudal (caudodorsal) part
251,1021,Right Primary auditory area layer 2/3,RAUDp2/3,,1,3,8690,1002,8,1,121,/997/8/567/688/695/315/247/1002/251/,19399,,,f,122,1321647110,734881840,Primary auditory area layer 2/3
252,738,Right Dorsal auditory area layer 5,RAUDd5,,1,3,8690,1011,8,1,116,/997/8/567/688/695/315/247/1011/252/,19399,,,f,117,2928916084,734881840,Dorsal auditory area layer 5
253,597,Right spinohypothalamic pathway,Rshp,,1,3,8690,871,4,1,1080,/997/1009/967/871/253/,CCCCCC,,,f,1081,966214946,734881840,spinohypothalamic pathway
254,314,Right Retrosplenial area,RRSP,,1,3,8690,315,6,1,279,/997/8/567/688/695/315/254/,1AA698,,,f,280,2130272923,734881840,Retrosplenial area
255,31,Right Anteroventral nucleus of thalamus,RAV,,1,3,8690,239,7,1,618,/997/8/343/1129/549/856/239/255/,FF909F,,,f,619,2379451227,734881840,Anteroventral nucleus of thalamus
256,880,Right Cortical amygdalar area posterior part medial zone layer 3,RCOApm3,,1,3,8690,663,9,1,404,/997/8/567/688/695/698/631/647/663/256/,61E7B7,,,f,405,265210479,734881840,Cortical amygdalar area posterior part medial zone layer 3
257,456,Right posteromedial visual area layer 6a,RVISpm6a,,1,3,8690,533,8,1,187,/997/8/567/688/695/315/669/533/257/,08858C,,,f,188,2776868924,734881840,posteromedial visual area layer 6a
258,173,Right Lateral septal nucleus rostral (rostroventral) part,RLSr,,1,3,8690,242,7,1,537,/997/8/567/623/477/275/242/258/,90CBED,,,f,538,2666394691,734881840,Lateral septal nucleus rostral (rostroventral) part
259,1022,Right Entorhinal area medial part ventral zone layer 1,RENTmv1,,1,3,8690,934,9,1,479,/997/8/567/688/695/1089/822/909/934/259/,32B825,,,f,480,2194417390,734881840,Entorhinal area medial part ventral zone layer 1
260,739,Right Nucleus of the lateral olfactory tract molecular layer,RNLOT1,,1,3,8690,619,7,1,384,/997/8/567/688/695/698/619/260/,95E4C8,,,f,385,1899636519,734881840,Nucleus of the lateral olfactory tract molecular layer
261,598,Right spino-olivary pathway,Rsop,,1,3,8690,871,4,1,1076,/997/1009/967/871/261/,CCCCCC,,,f,1077,3501259155,734881840,spino-olivary pathway
262,315,Right Reticular nucleus of the thalamus,RRT,,1,3,8690,856,6,1,644,/997/8/343/1129/549/856/262/,FF909F,,,f,645,2529312902,734881840,Reticular nucleus of the thalamus
263,32,Right Anteroventral preoptic nucleus,RAVP,,1,3,8690,141,6,1,677,/997/8/343/1129/1097/141/263/,FF5547,,,f,678,3572986309,734881840,Anteroventral preoptic nucleus
